common_name,sci_name,sci_name_cite,distribution,distribution_cite,tree_rad_low,tree_rad_low_cite,tree_rad_high,tree_rad_high_cite,density,density_cite,janka_hardness,janka_hardness_cite,rupture_modulus,rupture_modulus_cite,elastic_modulus,elastic_modulus_cite,crushing_strength,crushing_strength_cite,shrink_rad,shrink_rad_cite,shrink_tan,shrink_tan_cite,shrink_volumetric,shrink_volumetric_cite,rot_resistance,rot_resistance_cite,workability,workability_cite,common_uses,common_uses_cite,primary_sources,primary_sources_cite,archaeological_sources,archaeological_sources_cite,shapefile,shapefile_cite,secondary_sources,secondary_sources_cite,notes,notes_cite,tree_height_low,tree_height_low_cite,tree_height_high,tree_height_high_cite,image,image_cite
" osage orange, horse apple, hedge apple, bois d'arc",,1,south-central united states,1,0.3,1,0.6,1,855,1,12280,1,128.6,1,11.64,1,64.7,1,3.8,1,5.6,1,9.2,1,osage orange is extremely durable and is considered to be one of the most decay resistant woods in north america.,1,"working this osage orange can be difficult due to its hardness and density, though it is reported to have little dulling effect on cutting edges. it turns well, and also takes stains, glues and finishes well.",1," fence posts, dye, archery bows, musical instruments, turnings, and other small specialty wood items.",1,,,,,,,,,,,15,1,18,1,,
" argentine osage orange, fustic"," maclura tinctoria (syn.chlorophora tinctoria, morus tinctoria)",1," tropical america (west indies, central and south america)",1,0.6,1,1,1,910,1,10590,1,134.9,1,14.9,1,80.8,1,3.4,1,5.4,1,7.8,1,argentine osage orange is very durable and has good weathering characteristics; it is also resistant to termites.,1,"working this wood can be difficult due to its hardness and density, though it is reported to have little dulling effect on cutting edges. it turns well, and also takes stains, glues and finishes well.",1," heavy construction (within the tree's natural range), flooring, furniture, turnings, and other small specialty wood items.",1,,,,,,,,,,,18,1,25,1,,
" amazique, amazoue, mozambique, ovangkol, shedua",guibourtia ehie,1,tropical west africa,1,1,1,1.5,1,825,1,5900,1,140.3,1,18.6,1,64.2,1,4.3,1,8.3,1,12.1,1," rated as moderately durable, with good resistance to insect attack.",1,"overall a fairly easy wood to work, though ovangkol contains silica and can therefore dull cutters prematurely. also, if the grain is interlocked, or if there is other figure present in the wood, planing and other machining operations may be troublesome and cause tearout. turns, glues and finishes well.",1," veneer, furniture, cabinetry, turned objects, musical instruments, and flooring.",1,,,,,,,,,,,30,1,45,1,,
" african padauk, vermillion",pterocarpus soyauxii,1,central and tropical west africa,1,0.6,1,1.2,1,745,1,8760,1,116,1,11.72,1,56,1,3.3,1,5.2,1,7.6,1," has excellent decay resistance, and is rated as durable to very durable. padauk is also reported to be resistant to termites and other insects.",1,"overall padauk is easy to work; tearout may also occur during planing on quartersawn or interlocked grain. padauk turns, glues, and finishes well.",1," veneer, flooring, turned objects, musical instruments, furniture, tool handles, and other small specialty wood objects.",1,,,,,,,,,,,30,1,40,1,,
andaman padauk,pterocarpus dalbergioides,1,andaman islands,1,0.6,1,1.2,1,770,1,7250,1,101.9,1,12.1,1,60.9,1,3.3,1,4.4,1,6.4,1," rated as very durable regrading decay resistance, with good resistance to termites and other insects.",1,"overall andaman padauk is easy to work; tearout may occur during planing on quartersawn or interlocked grain. andaman padauk turns, glues, and finishes well.",1," veneer, flooring, turned objects, musical instruments, furniture, tool handles, and other small specialty wood objects.",1,,,,,,,,,,,24,1,37,1,,
burma padauk,pterocarpus macrocarpus,1," myanmar (formerly burma), and thailand",1,0.6,1,1,1,865,1,9550,1,138.8,1,14.14,1,62.3,1,3.4,1,5.8,1,8.4,1," rated as very durable regrading decay resistance, with good resistance to termites and other insects.",1,,1,,1,,,,,,,,,,,18,1,24,1,,
" chakte viga, paela, aripin",caesalpinia platyloba,1,tropical areas of mexico and central america,1,0.3,1,0.6,1,935,1,10010,1,0,1,17.76,1,0,1,2.8,1,8.2,1,10.6,1," chakte viga has been used as afence-postmaterial, with reports stating that the wood lasts up to 100 years in the ground.",1,"despite its high density, chakte viga generally responds well to mostmachiningoperations, though interlocked grain can result in tearout. turns, glues, and finishes well.",1," inlays, furniture, flooring,and turned objects.",1,,,,,,,,,,,6,1,9,1,,
paldao,dracontomelon dao,1,southeast asia,1,1.5,1,2.1,1,670,1,4640,1,93.7,1,12.1,1,48.2,1,3.9,1,7.5,1,11.5,1,rated as non-durable to perishable; poor insect resistance.,1,"good results with both hand and machine tools. despite its interlocked grain, tearout is not as problematic as other woods. glues and finishes well.",1," veneer, furniture, cabinetry, and flooring.",1,,,,,,,,,,,30,1,37,1,,
" black palm, palmyra palm",borassus flabellifer,1,tropical asia and africa,1,0.6,1,1,1,970,1,9000,1,137.6,1,15.6,1,70.3,1,5.5,1,5.5,1,11,1," black palm is reported to be durable regarding decay resistance, though it is susceptible to insect attacks.",1,"tends to be quite difficult to work with both machine and hand tools. the hard fibers contrast with the soft body of the wood, and can be brittle and splinter or pull out. very sharp tools and correct cutting angles are required to get clean results. applying a hardener or sanding sealer prior to final sanding/machining may help give a more homogenous density and reduce tearout. the lighter colored body of the wood tends to absorb larger quantities of finish, so care must be taken during finishing; a sanding sealer is recommended.",1," flooring, boatbuilding, walking sticks, knife and tool handles, rafters, furniture, and turned objects.",1,,,,,,,,,,,20,1,30,1,,
" red palm, coconut palm",cocos nucifera,1,throughout the tropics worldwide,1,0.3,1,0.4,1,820,1,8430,1,89.4,1,11.41,1,66.2,1,5.5,1,5.5,1,11,1," red palm is reported to be durable regarding decay resistance, though it is susceptible to insect attacks.",1,"tends to be quite difficult to work with both machine and hand tools. the hard fibers contrast with the soft body of the wood, and can be brittle and splinter or pull out. very sharp tools and correct cutting angles are required to get clean results. applying a hardener or sanding sealer prior to final sanding/machining may help give a more homogenous density and reduce tearout. the lighter colored body of the wood tends to absorb larger quantities of finish, so care must be taken during finishing; a sanding sealer is recommended.",1," flooring, canoes, rafts, walking sticks, knife and tool handles, carvings, rafters, furniture, and turned objects.",1,,,,,,,,,,,20,1,30,1,,
panga panga,millettia stuhlmannii,1,eastern africa,1,1,1,1.2,1,870,1,7310,1,131.2,1,15.73,1,75.1,1,3.9,1,6.6,1,10.5,1," very durable, and resistant to termite attack.",1,"can be difficult to work with hand and power tools. blunts tool edges. can sand unevenly due to differences in density between light and dark areas. can easily get splinters when handling this wood, which tend to go septic (see safety information below).",1,panga panga and wenge can both be dark enough to be used as substitutes for ebony.,1,,,,,,,,,,,18,1,27,1,,
"guanacaste, parota",enterolobium cyclocarpum,1,"primarily central america, as well as mexico and northern south america",1,1.5,1,2.5,1,440,1,2100,1,59.6,1,8.46,1,37.2,1,2.2,1,4.9,1,7.1,1,rated as durable to very durable; mixed insect resistance.,1,"easy to work with hand and machine tools. however, tearout is common during planing, and fuzzy surfaces may be seen after machining, especially on quartersawn surfaces. glues and finishes well.",1," furniture frames, table slabs, boatbuilding, millwork, and turned objects.",1,,,,,,,,,,,20,1,30,1,,
"partridgewood, angelim",andira inermis,1,from southern mexico to northern south america,1,0.6,1,1.5,1,835,1,7960,1,127.5,1,18.17,1,64.1,1,4.6,1,8.6,1,12.3,1,rated as durable to very durable; moderate insect resistance.,1,"generally easy to work, though interlocked grain can cause tearout during surfacing operations. glues, turns, and finishes well.",1,"furniture, cabinetry, carvings, and turned objects; used locally as a construction lumber.",1,,,,,,,,,,,20,1,35,1,,
" yellowheart, pau amarello",euxylophora paraensis,1,brazil,1,1,1,1.5,1,825,1,7950,1,115.9,1,16.64,1,69.5,1,5.6,1,6.7,1,12,1," rated as moderately durable in decay resistance, with mixed reports on its resistance to insect attacks.",1,"yellowheart is normally easy to work with hand or machine tools, though it can be more difficult if interlocked or figured grain is present. yellowheart also has a moderate blunting effect on cutters. glues and finishes well.",1," flooring, furniture, boatbuilding, accents, and turned objects.",1,,,,,,,,,,,30,1,40,1,,
" pau ferro, morado, bolivian rosewood, santos rosewood",machaerium spp. (machaerium scleroxylon),1,tropical south america (mainly brazil and bolivia),1,1,1,1.5,1,865,1,8710,1,122.4,1,10.86,1,60.9,1,2.8,1,6.7,1,9.9,1," rated as verydurable, though quite susceptible to insect attack, and not recommended in direct ground contact.",1,"pau ferro is considered overall to be of fair workability, as it can blunt the cutting edges of tools, and any irregular grain has a tendency to tearout during machining operations. also, many of the same challenges in gluing rosewoods are common to pau ferro as well. pau ferro turns and finishes well.",1," veneer, musical instruments, cabinetry, flooring, interior trim, turning, and other small specialty wood objects.",1,,,,,,,,,,,20,1,30,1,,
pau rosa," bobgunnia fistuloides, b. madagascariensis (syn. swartziafistuloides, s. madagascariensis)",1,small clusters within african rainforests,1,0.6,1,1,1,1030,1,13080,1,166.2,1,17.1,1,92.8,1,4.2,1,6,1,10.7,1," rated as very durable regardingdecay resistance, and is also resistant to insect attack. pau rosa has good weathering characteristics in outdoor applications.",1,"generally easy to work despite its density, though cutting resistance can be high, and the wood has atendencyto burn while being drilled. planes fairly well despite having interlocked grain (typically only slightly interlocked). turns, glues, and finishes well.",1," veneer, carvings, furniture, turned objects, and other small, specialty wood items.",1,,,,,,,,,,,21,1,27,1,,
"pau santo, brazilian blackheart",zollernia spp.,1,brazil,1,0.6,1,1,1,1115,1,14590,1,187.8,1,17.85,1,95.5,1,5,1,9.6,1,14.7,1,rated as moderately durable to durable; good insect resistance.,1,"moderately difficult to work on account if its density and interlocked grain. natural oils may interfere with gluing and finishing. turns well.""",1,"guitars (backs and sides), turned objects, and knife handles.",1,,,,,,,,,,,20,1,30,1,,
" paulownia, royal paulownia, princess tree, kiri",paulownia tomentosa,1,native to eastern asia; also planted in eastern north america,1,0.6,1,1.2,1,280,1,1330,1,37.8,1,4.38,1,20.7,1,2.4,1,3.9,1,6.4,1," reported to be durable regarding decay resistance, with decent weathering characteristics, though susceptible to insect attack.",1,"given itsstraightgrain and light weight, paulownia is extremely easy to work. however, due to a high silica content in some trees, the wood can have a strong blunting effect on cutting edges. takes a widevarietyof glues, stains, and finishes well.",1," plywood, veneer, furniture, boxes, millwork/siding, musical instruments (electric guitar bodies), clogs, carvings, and other smallspecialtyitems.",1,,,,,,,,,,,10,1,20,1,,
" pear, swiss pear",pyrus communis,1,native to central and eastern europe; also widely planted throughout temperate regions worldwide,1,0.15,1,0.3,1,690,1,7380,1,83.3,1,7.8,1,44.1,1,3.9,1,11.3,1,13.8,1,rated as non-durable regarding decay resistance.,1,"overall easy to work with both hand and machine tools. turns, glues, and finishes well.",1," veneer,architecturalmillwork, marquetry, inlay, carving, musical instruments, furniture, cabinetry, and turned objects.",1,,,,,,,,,,,6,1,9,1,,
pecan,carya illinoinensis,1,south-central united states and mexico,1,0.6,1,1.2,1,735,1,8100,1,94.5,1,11.93,1,54.1,1,4.9,1,8.9,1,13.6,1," considered to be non-durable to perishable regarding heartwood decay, and also very susceptible to insect attack.",1,"difficult to work, with tearout being common during machining operations if cutting edges are not kept sharp; the wood tends to blunt cutting edges. glues, stains, and finishes well. responds well to steam bending.",1," tool handles, ladder rungs, wheel spokes, and flooring.",1,,,,,,,,,,,30,1,40,1,,
" pericopsis, nedun",pericopsis mooniana,1,southeast asia and oceania,1,0.3,1,0.7,1,770,1,6490,1,121.7,1,14.94,1,65.2,1,4,1,8,1,11,1,no data available.,1,no data available.,1,no data available.,1,,,,,,,,,,,30,1,40,1,,
" brazilwood, pernambuco",caesalpinia echinata (syn.guilandina echinata),1,brazil,1,0.6,1,1,1,980,1,12540,1,179.4,1,17.55,1,0,1,5.1,1,8.1,1,13.3,1,brazilwood is rated as very durable regarding decay resistance.,1,"despite its high density, brazilwood is reported to have good workability, responding well to machining and shaping operations.",1," stringed instrument bows (violin, viola, cello, etc.), veneers, inlay, carvings, and turned objects.",1,,,,,,,,,,,9,1,15,1,,
peroba rosa," aspidosperma polyneuron (syn. a. dugandii, a. peroba)",1,brazil and argentina,1,1.2,1,1.5,1,755,1,7450,1,107.8,1,13.81,1,63,1,3.8,1,6.4,1,11.6,1," rated as durableregardingdecay resistance, thoughsusceptibleto termite attack.",1,"overall easy to work, producing good results, though peroba rosa has an above average blunting effect on cutters. glues, turns, and finishes well.",1," veneer, furniture, cabinetry, general construction (within natural range), carvings, and turned objects.",1,,,,,,,,,,,30,1,38,1,,
" persimmon, white ebony",diospyros virginiana,1,eastern united states,1,0.3,1,0.6,1,835,1,10230,1,122.1,1,13.86,1,63.2,1,7.9,1,11.2,1,19.1,1," being that nearly all of persimmon is sapwood, it is rated as perishable and issusceptibleto insect attack.",1,"overall workability is so-so. persimmon generally responds well to hand tools, but can be difficult to plane and blunts cutting edges faster than expected. turns and finishes well.",1," turned objects, golf club heads, veneer, and other small specialty wood items.",1,,,,,,,,,,,18,1,24,1,,
pheasantwood,senna siamea (syn. cassia siamea),1," native to south/southeast asia, widely planted throughout the tropics",1,0.3,1,0.5,1,800,1,6640,1,85.8,1,10.9,1,70,1,4,1,7,1,12,1," musical instruments (ukeleles and guitars), turned objects, carvings, and other small specialty wood items.",1,,1,,1,,,,,,,,,,,15,1,20,1,,
" austrian pine, european black pine",pinus nigra,1,mediterraneanregions of europe and asia minor,1,0.6,1,1,1,475,1,2920,1,64.4,1,10.81,1,38.4,1,4.1,1,7.3,1,11.4,1,heartwood is rated as moderately durable to non-durable regarding decay resistance.,1,austrian pine is easy to work with both hand and machine tools. glues and finishes well.,1," paper (pulpwood), boxes/crates, and construction lumber.",1,"Diod. 14.42.3-4, Vitr. 2.9.12 (?)",,,,,,,,,,20,1,35,1,,
caribbean pine,pinus caribaea,1,central america and the caribbean; also grown on plantations worldwide,1,0.6,1,1,1,625,1,4920,1,92,1,12.03,1,54.4,1,6.3,1,7.8,1,12.9,1,,1,the heartwood is rated as moderately resistant to decay.,1," overall, caribbean pine works fairly well with most tools, though the resin can gum up tools and clog sandpaper. caribbean pine glues and finishes well.",1,,,,,,,,,,,20,1,30,1,,
